#Data digitized from
#http://cms-results.web.cern.ch/cms-results/public-results/publications/SUS-19-009/CMS-SUS-19-009_Figure_007.pdf
#using PDFLimitReader
# stop mass (GeV)     LSP mass (GeV)            UL (pb)
     7.2500000e+02     6.2500000e+02     6.3668200e-02
     7.5000000e+02     6.2500000e+02     4.6414925e-02
     7.7500000e+02     6.2500000e+02     3.8746187e-02
     8.0000000e+02     6.2500000e+02     2.9551536e-02
     8.2500000e+02     6.2500000e+02     2.1544029e-02
     8.5000000e+02     6.2500000e+02     1.5706296e-02
     8.7500000e+02     6.2500000e+02     1.3111280e-02
     9.0000000e+02     6.2500000e+02     1.0461655e-02
     9.2500000e+02     6.2500000e+02     8.7331662e-03
     9.5000000e+02     6.2500000e+02     6.9684922e-03
     9.7500000e+02     6.2500000e+02     6.0857536e-03
     1.0000000e+03     6.2500000e+02     5.3148365e-03
     1.0250000e+03     6.2500000e+02     4.6415758e-03
     1.0500000e+03     6.2500000e+02     4.0536009e-03
     1.0750000e+03     6.2500000e+02     3.7035717e-03
     1.1000000e+03     6.2500000e+02     3.3838594e-03
     1.1250000e+03     6.2500000e+02     3.0916625e-03
     1.1500000e+03     6.2500000e+02     2.8247735e-03
     1.1750000e+03     6.2500000e+02     2.7000240e-03
     1.2000000e+03     6.2500000e+02     2.5808538e-03
     1.2250000e+03     6.2500000e+02     2.4669433e-03
     1.2500000e+03     6.2500000e+02     2.3579966e-03
     1.2750000e+03     6.2500000e+02     2.1544415e-03
     1.3000000e+03     6.2500000e+02     2.0592957e-03
     1.3250000e+03     6.2500000e+02     1.9684051e-03
     1.3500000e+03     6.2500000e+02     1.7984817e-03
     1.3750000e+03     6.2500000e+02     1.7190560e-03
     6.7500000e+02     6.5000000e+02     1.4350186e-01
     7.0000000e+02     6.5000000e+02     9.1365016e-02
     7.2500000e+02     6.5000000e+02     7.9791288e-02
     7.5000000e+02     6.5000000e+02     6.0856443e-02
     7.7500000e+02     6.5000000e+02     3.7036057e-02
     8.0000000e+02     6.5000000e+02     2.9551536e-02
     8.2500000e+02     6.5000000e+02     2.3580182e-02
     8.5000000e+02     6.5000000e+02     1.7984494e-02
     8.7500000e+02     6.5000000e+02     1.4350444e-02
     9.0000000e+02     6.5000000e+02     1.1979119e-02
     9.2500000e+02     6.5000000e+02     9.5585487e-03
     9.5000000e+02     6.5000000e+02     7.2902605e-03
     9.7500000e+02     6.5000000e+02     6.6607451e-03
     1.0000000e+03     6.5000000e+02     5.8169905e-03
     1.0250000e+03     6.5000000e+02     5.0802570e-03
     1.0500000e+03     6.5000000e+02     4.4367119e-03
     1.0750000e+03     6.5000000e+02     4.0536009e-03
     1.1000000e+03     6.5000000e+02     3.7035717e-03
     1.1250000e+03     6.5000000e+02     3.2344192e-03
     1.1500000e+03     6.5000000e+02     2.9552066e-03
     1.1750000e+03     6.5000000e+02     2.8247735e-03
     1.2000000e+03     6.5000000e+02     2.7000240e-03
     1.2250000e+03     6.5000000e+02     2.5808538e-03
     1.2500000e+03     6.5000000e+02     2.3579966e-03
     1.2750000e+03     6.5000000e+02     2.2539223e-03
     1.3000000e+03     6.5000000e+02     2.0592957e-03
     1.3250000e+03     6.5000000e+02     1.9684051e-03
     1.3500000e+03     6.5000000e+02     1.8815262e-03
     1.3750000e+03     6.5000000e+02     1.7984817e-03
     7.0000000e+02     6.7500000e+02     1.3111045e-01
     7.2500000e+02     6.7500000e+02     9.1365016e-02
     7.5000000e+02     6.7500000e+02     6.6608062e-02
     7.7500000e+02     6.7500000e+02     4.8559439e-02
     8.0000000e+02     6.7500000e+02     4.0536381e-02
     8.2500000e+02     6.7500000e+02     2.7000487e-02
     8.5000000e+02     6.7500000e+02     2.1544029e-02
     8.7500000e+02     6.7500000e+02     1.7984494e-02
     9.0000000e+02     6.7500000e+02     1.4350444e-02
     9.2500000e+02     6.7500000e+02     1.0461655e-02
     9.5000000e+02     6.7500000e+02     8.3477128e-03
     9.7500000e+02     6.7500000e+02     6.9684922e-03
     1.0000000e+03     6.7500000e+02     6.0857536e-03
     1.0250000e+03     6.7500000e+02     5.3148365e-03
     1.0500000e+03     6.7500000e+02     4.6415758e-03
     1.0750000e+03     6.7500000e+02     4.2407749e-03
     1.1000000e+03     6.7500000e+02     3.8746883e-03
     1.1250000e+03     6.7500000e+02     3.3838594e-03
     1.1500000e+03     6.7500000e+02     2.9552066e-03
     1.1750000e+03     6.7500000e+02     2.9552066e-03
     1.2000000e+03     6.7500000e+02     2.8247735e-03
     1.2250000e+03     6.7500000e+02     2.5808538e-03
     1.2500000e+03     6.7500000e+02     2.4669433e-03
     1.2750000e+03     6.7500000e+02     2.2539223e-03
     1.3000000e+03     6.7500000e+02     2.0592957e-03
     1.3250000e+03     6.7500000e+02     1.9684051e-03
     1.3500000e+03     6.7500000e+02     1.8815262e-03
     1.3750000e+03     6.7500000e+02     1.7984817e-03
     7.2500000e+02     7.0000000e+02     1.1450504e-01
     7.5000000e+02     7.0000000e+02     8.3475629e-02
     7.7500000e+02     7.0000000e+02     6.3668200e-02
     8.0000000e+02     7.0000000e+02     5.0801657e-02
     8.2500000e+02     7.0000000e+02     3.2344488e-02
     8.5000000e+02     7.0000000e+02     2.5808774e-02
     8.7500000e+02     7.0000000e+02     2.1544029e-02
     9.0000000e+02     7.0000000e+02     1.7190718e-02
     9.2500000e+02     7.0000000e+02     1.2532591e-02
     9.5000000e+02     7.0000000e+02     9.5585487e-03
     9.7500000e+02     7.0000000e+02     7.9792721e-03
     1.0000000e+03     7.0000000e+02     6.6607451e-03
     1.0250000e+03     7.0000000e+02     5.8169905e-03
     1.0500000e+03     7.0000000e+02     5.0802570e-03
     1.0750000e+03     7.0000000e+02     4.4367119e-03
     1.1000000e+03     7.0000000e+02     3.8746883e-03
     1.1250000e+03     7.0000000e+02     3.5401082e-03
     1.1500000e+03     7.0000000e+02     3.0916625e-03
     1.1750000e+03     7.0000000e+02     2.9552066e-03
     1.2000000e+03     7.0000000e+02     2.8247735e-03
     1.2250000e+03     7.0000000e+02     2.7000240e-03
     1.2500000e+03     7.0000000e+02     2.4669433e-03
     1.2750000e+03     7.0000000e+02     2.3579966e-03
     1.3000000e+03     7.0000000e+02     2.1544415e-03
     1.3250000e+03     7.0000000e+02     2.0592957e-03
     1.3500000e+03     7.0000000e+02     1.9684051e-03
     1.3750000e+03     7.0000000e+02     1.8815262e-03
     7.5000000e+02     7.2500000e+02     1.0000004e-01
     7.7500000e+02     7.2500000e+02     7.6269562e-02
     8.0000000e+02     7.2500000e+02     5.8170439e-02
     8.2500000e+02     7.2500000e+02     3.8746187e-02
     8.5000000e+02     7.2500000e+02     2.8247228e-02
     8.7500000e+02     7.2500000e+02     2.3580182e-02
     9.0000000e+02     7.2500000e+02     1.9684232e-02
     9.2500000e+02     7.2500000e+02     1.4350444e-02
     9.5000000e+02     7.2500000e+02     1.0945016e-02
     9.7500000e+02     7.2500000e+02     8.7331662e-03
     1.0000000e+03     7.2500000e+02     7.2902605e-03
     1.0250000e+03     7.2500000e+02     6.3667616e-03
     1.0500000e+03     7.2500000e+02     5.5602476e-03
     1.0750000e+03     7.2500000e+02     4.6415758e-03
     1.1000000e+03     7.2500000e+02     4.0536009e-03
     1.1250000e+03     7.2500000e+02     3.7035717e-03
     1.1500000e+03     7.2500000e+02     3.2344192e-03
     1.1750000e+03     7.2500000e+02     3.0916625e-03
     1.2000000e+03     7.2500000e+02     2.9552066e-03
     1.2250000e+03     7.2500000e+02     2.7000240e-03
     1.2500000e+03     7.2500000e+02     2.5808538e-03
     1.2750000e+03     7.2500000e+02     2.3579966e-03
     1.3000000e+03     7.2500000e+02     2.2539223e-03
     1.3250000e+03     7.2500000e+02     2.0592957e-03
     1.3500000e+03     7.2500000e+02     1.9684051e-03
     1.3750000e+03     7.2500000e+02     1.8815262e-03
     7.7500000e+02     7.5000000e+02     8.7332463e-02
     8.0000000e+02     7.5000000e+02     5.5602986e-02
     8.2500000e+02     7.5000000e+02     4.6414925e-02
     8.5000000e+02     7.5000000e+02     3.8746187e-02
     8.7500000e+02     7.5000000e+02     2.9551536e-02
     9.0000000e+02     7.5000000e+02     2.1544029e-02
     9.2500000e+02     7.5000000e+02     1.6431530e-02
     9.5000000e+02     7.5000000e+02     1.2532591e-02
     9.7500000e+02     7.5000000e+02     1.0461655e-02
     1.0000000e+03     7.5000000e+02     8.7331662e-03
     1.0250000e+03     7.5000000e+02     7.2902605e-03
     1.0500000e+03     7.5000000e+02     5.8169905e-03
     1.0750000e+03     7.5000000e+02     5.0802570e-03
     1.1000000e+03     7.5000000e+02     4.4367119e-03
     1.1250000e+03     7.5000000e+02     4.0536009e-03
     1.1500000e+03     7.5000000e+02     3.5401082e-03
     1.1750000e+03     7.5000000e+02     3.3838594e-03
     1.2000000e+03     7.5000000e+02     3.0916625e-03
     1.2250000e+03     7.5000000e+02     2.8247735e-03
     1.2500000e+03     7.5000000e+02     2.5808538e-03
     1.2750000e+03     7.5000000e+02     2.4669433e-03
     1.3000000e+03     7.5000000e+02     2.3579966e-03
     1.3250000e+03     7.5000000e+02     2.1544415e-03
     1.3500000e+03     7.5000000e+02     2.0592957e-03
     1.3750000e+03     7.5000000e+02     1.9684051e-03
     8.0000000e+02     7.7500000e+02     8.7332463e-02
     8.2500000e+02     7.7500000e+02     6.0856443e-02
     8.5000000e+02     7.7500000e+02     4.8559439e-02
     8.7500000e+02     7.7500000e+02     3.8746187e-02
     9.0000000e+02     7.7500000e+02     2.7000487e-02
     9.2500000e+02     7.7500000e+02     1.8814924e-02
     9.5000000e+02     7.7500000e+02     1.4350444e-02
     9.7500000e+02     7.7500000e+02     1.1979119e-02
     1.0000000e+03     7.7500000e+02     9.9999121e-03
     1.0250000e+03     7.7500000e+02     7.9792721e-03
     1.0500000e+03     7.7500000e+02     6.3667616e-03
     1.0750000e+03     7.7500000e+02     5.5602476e-03
     1.1000000e+03     7.7500000e+02     4.8558993e-03
     1.1250000e+03     7.7500000e+02     4.2407749e-03
     1.1500000e+03     7.7500000e+02     3.8746883e-03
     1.1750000e+03     7.7500000e+02     3.5401082e-03
     1.2000000e+03     7.7500000e+02     3.0916625e-03
     1.2250000e+03     7.7500000e+02     2.8247735e-03
     1.2500000e+03     7.7500000e+02     2.5808538e-03
     1.2750000e+03     7.7500000e+02     2.5808538e-03
     1.3000000e+03     7.7500000e+02     2.3579966e-03
     1.3250000e+03     7.7500000e+02     2.2539223e-03
     1.3500000e+03     7.7500000e+02     2.0592957e-03
     1.3750000e+03     7.7500000e+02     1.9684051e-03
     8.2500000e+02     8.0000000e+02     6.9683671e-02
     8.5000000e+02     8.0000000e+02     5.0801657e-02
     8.7500000e+02     8.0000000e+02     4.2408138e-02
     9.0000000e+02     8.0000000e+02     3.0916909e-02
     9.2500000e+02     8.0000000e+02     2.1544029e-02
     9.5000000e+02     8.0000000e+02     1.6431530e-02
     9.7500000e+02     8.0000000e+02     1.3111280e-02
     1.0000000e+03     8.0000000e+02     1.0945016e-02
     1.0250000e+03     8.0000000e+02     8.7331662e-03
     1.0500000e+03     8.0000000e+02     6.9684922e-03
     1.0750000e+03     8.0000000e+02     6.0857536e-03
     1.1000000e+03     8.0000000e+02     5.3148365e-03
     1.1250000e+03     8.0000000e+02     4.6415758e-03
     1.1500000e+03     8.0000000e+02     4.2407749e-03
     1.1750000e+03     8.0000000e+02     3.7035717e-03
     1.2000000e+03     8.0000000e+02     3.2344192e-03
     1.2250000e+03     8.0000000e+02     2.9552066e-03
     1.2500000e+03     8.0000000e+02     2.7000240e-03
     1.2750000e+03     8.0000000e+02     2.5808538e-03
     1.3000000e+03     8.0000000e+02     2.4669433e-03
     1.3250000e+03     8.0000000e+02     2.2539223e-03
     1.3500000e+03     8.0000000e+02     2.1544415e-03
     1.3750000e+03     8.0000000e+02     2.0592957e-03
     8.5000000e+02     8.2500000e+02     5.5602986e-02
     8.7500000e+02     8.2500000e+02     4.6414925e-02
     9.0000000e+02     8.2500000e+02     4.0536381e-02
     9.2500000e+02     8.2500000e+02     2.3580182e-02
     9.5000000e+02     8.2500000e+02     1.8814924e-02
     9.7500000e+02     8.2500000e+02     1.5013071e-02
     1.0000000e+03     8.2500000e+02     1.2532591e-02
     1.0250000e+03     8.2500000e+02     9.9999121e-03
     1.0500000e+03     8.2500000e+02     7.6268863e-03
     1.0750000e+03     8.2500000e+02     6.9684922e-03
     1.1000000e+03     8.2500000e+02     6.0857536e-03
     1.1250000e+03     8.2500000e+02     5.3148365e-03
     1.1500000e+03     8.2500000e+02     4.6415758e-03
     1.1750000e+03     8.2500000e+02     4.0536009e-03
     1.2000000e+03     8.2500000e+02     3.3838594e-03
     1.2250000e+03     8.2500000e+02     3.0916625e-03
     1.2500000e+03     8.2500000e+02     2.9552066e-03
     1.2750000e+03     8.2500000e+02     2.7000240e-03
     1.3000000e+03     8.2500000e+02     2.5808538e-03
     1.3250000e+03     8.2500000e+02     2.3579966e-03
     1.3500000e+03     8.2500000e+02     2.2539223e-03
     1.3750000e+03     8.2500000e+02     2.1544415e-03
