txName: T2tt
constraint: [[['t']],[['t']]]
condition: None
conditionDescription: None
susyProcess: pp --> stop stop, stop  --> top lsp
figureUrl: http://cms-results.web.cern.ch/cms-results/public-results/superseded/SUS-16-050/CMS-PAS-SUS-16-050_Figure_007.png
dataUrl: http://cms-results.web.cern.ch/cms-results/public-results/superseded/SUS-16-050/CMS-PAS-SUS-16-050_Figure_007.root
source: CMS
validated: True
axes: [[x, y], [x, y]]
upperLimits: [[[[2.1250E+02*GeV,0.0000E+00*GeV],[2.1250E+02*GeV,0.0000E+00*GeV]],2.7152E+02*pb],
[[[6.0000E+02*GeV,2.6250E+02*GeV],[6.0000E+02*GeV,2.6250E+02*GeV]],5.4720E-02*pb],
[[[6.0000E+02*GeV,2.7500E+02*GeV],[6.0000E+02*GeV,2.7500E+02*GeV]],6.1970E-02*pb],
[[[6.0000E+02*GeV,2.8750E+02*GeV],[6.0000E+02*GeV,2.8750E+02*GeV]],6.9792E-02*pb],
[[[6.0000E+02*GeV,3.0000E+02*GeV],[6.0000E+02*GeV,3.0000E+02*GeV]],7.7417E-02*pb],
[[[6.0000E+02*GeV,3.1250E+02*GeV],[6.0000E+02*GeV,3.1250E+02*GeV]],9.2445E-02*pb],
[[[6.0000E+02*GeV,3.2500E+02*GeV],[6.0000E+02*GeV,3.2500E+02*GeV]],1.0605E-01*pb],
[[[6.0000E+02*GeV,3.3750E+02*GeV],[6.0000E+02*GeV,3.3750E+02*GeV]],1.3021E-01*pb],
[[[6.0000E+02*GeV,3.5000E+02*GeV],[6.0000E+02*GeV,3.5000E+02*GeV]],1.4937E-01*pb],
[[[6.0000E+02*GeV,3.6250E+02*GeV],[6.0000E+02*GeV,3.6250E+02*GeV]],1.9262E-01*pb],
[[[6.0000E+02*GeV,3.7500E+02*GeV],[6.0000E+02*GeV,3.7500E+02*GeV]],2.3393E-01*pb],
[[[6.0000E+02*GeV,3.8750E+02*GeV],[6.0000E+02*GeV,3.8750E+02*GeV]],2.6325E-01*pb],
[[[6.0000E+02*GeV,4.0000E+02*GeV],[6.0000E+02*GeV,4.0000E+02*GeV]],2.9600E-01*pb],
[[[6.0000E+02*GeV,4.1250E+02*GeV],[6.0000E+02*GeV,4.1250E+02*GeV]],3.1241E-01*pb],
[[[6.0000E+02*GeV,4.2500E+02*GeV],[6.0000E+02*GeV,4.2500E+02*GeV]],2.9872E-01*pb],
[[[6.1250E+02*GeV,0.0000E+00*GeV],[6.1250E+02*GeV,0.0000E+00*GeV]],1.5531E-02*pb],
[[[6.1250E+02*GeV,1.2500E+01*GeV],[6.1250E+02*GeV,1.2500E+01*GeV]],1.5589E-02*pb],
[[[6.1250E+02*GeV,2.5000E+01*GeV],[6.1250E+02*GeV,2.5000E+01*GeV]],1.6031E-02*pb],
[[[6.1250E+02*GeV,3.7500E+01*GeV],[6.1250E+02*GeV,3.7500E+01*GeV]],1.6329E-02*pb],
[[[6.1250E+02*GeV,5.0000E+01*GeV],[6.1250E+02*GeV,5.0000E+01*GeV]],1.6371E-02*pb],
[[[6.1250E+02*GeV,6.2500E+01*GeV],[6.1250E+02*GeV,6.2500E+01*GeV]],1.6493E-02*pb],
[[[6.1250E+02*GeV,7.5000E+01*GeV],[6.1250E+02*GeV,7.5000E+01*GeV]],1.7176E-02*pb],
[[[6.1250E+02*GeV,8.7500E+01*GeV],[6.1250E+02*GeV,8.7500E+01*GeV]],1.7818E-02*pb],
[[[6.1250E+02*GeV,1.0000E+02*GeV],[6.1250E+02*GeV,1.0000E+02*GeV]],1.8394E-02*pb],
[[[6.1250E+02*GeV,1.1250E+02*GeV],[6.1250E+02*GeV,1.1250E+02*GeV]],1.8980E-02*pb],
[[[6.1250E+02*GeV,1.2500E+02*GeV],[6.1250E+02*GeV,1.2500E+02*GeV]],1.9749E-02*pb],
[[[6.1250E+02*GeV,1.3750E+02*GeV],[6.1250E+02*GeV,1.3750E+02*GeV]],2.0512E-02*pb],
[[[6.1250E+02*GeV,1.5000E+02*GeV],[6.1250E+02*GeV,1.5000E+02*GeV]],2.1104E-02*pb],
[[[6.1250E+02*GeV,1.6250E+02*GeV],[6.1250E+02*GeV,1.6250E+02*GeV]],2.2027E-02*pb],
[[[6.1250E+02*GeV,1.7500E+02*GeV],[6.1250E+02*GeV,1.7500E+02*GeV]],2.4236E-02*pb],
[[[6.1250E+02*GeV,1.8750E+02*GeV],[6.1250E+02*GeV,1.8750E+02*GeV]],2.6211E-02*pb],
[[[6.1250E+02*GeV,2.0000E+02*GeV],[6.1250E+02*GeV,2.0000E+02*GeV]],2.7865E-02*pb],
[[[6.1250E+02*GeV,2.1250E+02*GeV],[6.1250E+02*GeV,2.1250E+02*GeV]],2.9464E-02*pb],
[[[6.1250E+02*GeV,2.2500E+02*GeV],[6.1250E+02*GeV,2.2500E+02*GeV]],3.3664E-02*pb],
[[[6.1250E+02*GeV,2.3750E+02*GeV],[6.1250E+02*GeV,2.3750E+02*GeV]],3.7606E-02*pb],
[[[6.1250E+02*GeV,2.5000E+02*GeV],[6.1250E+02*GeV,2.5000E+02*GeV]],4.1115E-02*pb],
[[[6.1250E+02*GeV,2.6250E+02*GeV],[6.1250E+02*GeV,2.6250E+02*GeV]],4.4711E-02*pb],
[[[6.1250E+02*GeV,2.7500E+02*GeV],[6.1250E+02*GeV,2.7500E+02*GeV]],5.2614E-02*pb],
[[[6.1250E+02*GeV,2.8750E+02*GeV],[6.1250E+02*GeV,2.8750E+02*GeV]],6.0552E-02*pb],
[[[6.1250E+02*GeV,3.0000E+02*GeV],[6.1250E+02*GeV,3.0000E+02*GeV]],6.8409E-02*pb],
[[[6.1250E+02*GeV,3.1250E+02*GeV],[6.1250E+02*GeV,3.1250E+02*GeV]],7.6531E-02*pb],
[[[6.1250E+02*GeV,3.2500E+02*GeV],[6.1250E+02*GeV,3.2500E+02*GeV]],8.9166E-02*pb],
[[[6.1250E+02*GeV,3.3750E+02*GeV],[6.1250E+02*GeV,3.3750E+02*GeV]],9.8438E-02*pb],
[[[6.1250E+02*GeV,3.5000E+02*GeV],[6.1250E+02*GeV,3.5000E+02*GeV]],1.2031E-01*pb],
[[[6.1250E+02*GeV,3.6250E+02*GeV],[6.1250E+02*GeV,3.6250E+02*GeV]],1.4260E-01*pb],
[[[6.1250E+02*GeV,3.7500E+02*GeV],[6.1250E+02*GeV,3.7500E+02*GeV]],1.8377E-01*pb],
[[[6.1250E+02*GeV,3.8750E+02*GeV],[6.1250E+02*GeV,3.8750E+02*GeV]],2.2271E-01*pb],
[[[6.1250E+02*GeV,4.0000E+02*GeV],[6.1250E+02*GeV,4.0000E+02*GeV]],2.5484E-01*pb],
[[[6.1250E+02*GeV,4.1250E+02*GeV],[6.1250E+02*GeV,4.1250E+02*GeV]],2.8916E-01*pb],
[[[6.1250E+02*GeV,4.2500E+02*GeV],[6.1250E+02*GeV,4.2500E+02*GeV]],2.8859E-01*pb],
[[[6.1250E+02*GeV,4.3750E+02*GeV],[6.1250E+02*GeV,4.3750E+02*GeV]],2.8414E-01*pb],
[[[6.2500E+02*GeV,0.0000E+00*GeV],[6.2500E+02*GeV,0.0000E+00*GeV]],1.4382E-02*pb],
[[[6.2500E+02*GeV,1.2500E+01*GeV],[6.2500E+02*GeV,1.2500E+01*GeV]],1.4488E-02*pb],
[[[6.2500E+02*GeV,2.5000E+01*GeV],[6.2500E+02*GeV,2.5000E+01*GeV]],1.4557E-02*pb],
[[[6.2500E+02*GeV,3.7500E+01*GeV],[6.2500E+02*GeV,3.7500E+01*GeV]],1.4855E-02*pb],
[[[6.2500E+02*GeV,5.0000E+01*GeV],[6.2500E+02*GeV,5.0000E+01*GeV]],1.5009E-02*pb],
[[[6.2500E+02*GeV,6.2500E+01*GeV],[6.2500E+02*GeV,6.2500E+01*GeV]],1.5220E-02*pb],
[[[6.2500E+02*GeV,7.5000E+01*GeV],[6.2500E+02*GeV,7.5000E+01*GeV]],1.5334E-02*pb],
[[[6.2500E+02*GeV,8.7500E+01*GeV],[6.2500E+02*GeV,8.7500E+01*GeV]],1.5976E-02*pb],
[[[6.2500E+02*GeV,1.0000E+02*GeV],[6.2500E+02*GeV,1.0000E+02*GeV]],1.6578E-02*pb],
[[[6.2500E+02*GeV,1.1250E+02*GeV],[6.2500E+02*GeV,1.1250E+02*GeV]],1.7218E-02*pb],
[[[6.2500E+02*GeV,1.2500E+02*GeV],[6.2500E+02*GeV,1.2500E+02*GeV]],1.7760E-02*pb],
[[[6.2500E+02*GeV,1.3750E+02*GeV],[6.2500E+02*GeV,1.3750E+02*GeV]],1.8523E-02*pb],
[[[6.2500E+02*GeV,1.5000E+02*GeV],[6.2500E+02*GeV,1.5000E+02*GeV]],1.9283E-02*pb],
[[[6.2500E+02*GeV,1.6250E+02*GeV],[6.2500E+02*GeV,1.6250E+02*GeV]],2.0339E-02*pb],
[[[6.2500E+02*GeV,1.7500E+02*GeV],[6.2500E+02*GeV,1.7500E+02*GeV]],2.1460E-02*pb],
[[[6.2500E+02*GeV,1.8750E+02*GeV],[6.2500E+02*GeV,1.8750E+02*GeV]],2.3436E-02*pb],
[[[6.2500E+02*GeV,2.0000E+02*GeV],[6.2500E+02*GeV,2.0000E+02*GeV]],2.5179E-02*pb],
[[[6.2500E+02*GeV,2.1250E+02*GeV],[6.2500E+02*GeV,2.1250E+02*GeV]],2.6786E-02*pb],
[[[6.2500E+02*GeV,2.2500E+02*GeV],[6.2500E+02*GeV,2.2500E+02*GeV]],2.8320E-02*pb],
[[[6.2500E+02*GeV,2.3750E+02*GeV],[6.2500E+02*GeV,2.3750E+02*GeV]],3.2262E-02*pb],
[[[6.2500E+02*GeV,2.5000E+02*GeV],[6.2500E+02*GeV,2.5000E+02*GeV]],3.5944E-02*pb],
[[[6.2500E+02*GeV,2.6250E+02*GeV],[6.2500E+02*GeV,2.6250E+02*GeV]],3.9623E-02*pb],
[[[6.2500E+02*GeV,2.7500E+02*GeV],[6.2500E+02*GeV,2.7500E+02*GeV]],4.3224E-02*pb],
[[[6.2500E+02*GeV,2.8750E+02*GeV],[6.2500E+02*GeV,2.8750E+02*GeV]],5.1162E-02*pb],
[[[6.2500E+02*GeV,3.0000E+02*GeV],[6.2500E+02*GeV,3.0000E+02*GeV]],5.9134E-02*pb],
[[[6.2500E+02*GeV,3.1250E+02*GeV],[6.2500E+02*GeV,3.1250E+02*GeV]],6.7293E-02*pb],
[[[6.2500E+02*GeV,3.2500E+02*GeV],[6.2500E+02*GeV,3.2500E+02*GeV]],7.5646E-02*pb],
[[[6.2500E+02*GeV,3.3750E+02*GeV],[6.2500E+02*GeV,3.3750E+02*GeV]],8.4855E-02*pb],
[[[6.2500E+02*GeV,3.5000E+02*GeV],[6.2500E+02*GeV,3.5000E+02*GeV]],9.0824E-02*pb],
[[[6.2500E+02*GeV,3.6250E+02*GeV],[6.2500E+02*GeV,3.6250E+02*GeV]],1.1543E-01*pb],
[[[6.2500E+02*GeV,3.7500E+02*GeV],[6.2500E+02*GeV,3.7500E+02*GeV]],1.3584E-01*pb],
[[[6.2500E+02*GeV,3.8750E+02*GeV],[6.2500E+02*GeV,3.8750E+02*GeV]],1.7616E-01*pb],
[[[6.2500E+02*GeV,4.0000E+02*GeV],[6.2500E+02*GeV,4.0000E+02*GeV]],2.1149E-01*pb],
[[[6.2500E+02*GeV,4.1250E+02*GeV],[6.2500E+02*GeV,4.1250E+02*GeV]],2.4612E-01*pb],
[[[6.2500E+02*GeV,4.2500E+02*GeV],[6.2500E+02*GeV,4.2500E+02*GeV]],2.8233E-01*pb],
[[[6.2500E+02*GeV,4.3750E+02*GeV],[6.2500E+02*GeV,4.3750E+02*GeV]],2.7388E-01*pb],
[[[6.2500E+02*GeV,4.5000E+02*GeV],[6.2500E+02*GeV,4.5000E+02*GeV]],2.6955E-01*pb],
[[[6.3750E+02*GeV,0.0000E+00*GeV],[6.3750E+02*GeV,0.0000E+00*GeV]],1.3258E-02*pb],
[[[6.3750E+02*GeV,1.2500E+01*GeV],[6.3750E+02*GeV,1.2500E+01*GeV]],1.3424E-02*pb],
[[[6.3750E+02*GeV,2.5000E+01*GeV],[6.3750E+02*GeV,2.5000E+01*GeV]],1.3493E-02*pb],
[[[6.3750E+02*GeV,3.7500E+01*GeV],[6.3750E+02*GeV,3.7500E+01*GeV]],1.3525E-02*pb],
[[[6.3750E+02*GeV,5.0000E+01*GeV],[6.3750E+02*GeV,5.0000E+01*GeV]],1.3767E-02*pb],
[[[6.3750E+02*GeV,6.2500E+01*GeV],[6.3750E+02*GeV,6.2500E+01*GeV]],1.4043E-02*pb],
[[[6.3750E+02*GeV,7.5000E+01*GeV],[6.3750E+02*GeV,7.5000E+01*GeV]],1.4158E-02*pb],
[[[6.3750E+02*GeV,8.7500E+01*GeV],[6.3750E+02*GeV,8.7500E+01*GeV]],1.4175E-02*pb],
[[[6.3750E+02*GeV,1.0000E+02*GeV],[6.3750E+02*GeV,1.0000E+02*GeV]],1.4831E-02*pb],
[[[6.3750E+02*GeV,1.1250E+02*GeV],[6.3750E+02*GeV,1.1250E+02*GeV]],1.5556E-02*pb],
[[[6.3750E+02*GeV,1.2500E+02*GeV],[6.3750E+02*GeV,1.2500E+02*GeV]],1.6097E-02*pb],
[[[6.3750E+02*GeV,1.3750E+02*GeV],[6.3750E+02*GeV,1.3750E+02*GeV]],1.6539E-02*pb],
[[[6.3750E+02*GeV,1.5000E+02*GeV],[6.3750E+02*GeV,1.5000E+02*GeV]],1.7431E-02*pb],
[[[6.3750E+02*GeV,1.6250E+02*GeV],[6.3750E+02*GeV,1.6250E+02*GeV]],1.8584E-02*pb],
[[[6.3750E+02*GeV,1.7500E+02*GeV],[6.3750E+02*GeV,1.7500E+02*GeV]],1.9706E-02*pb],
[[[6.3750E+02*GeV,1.8750E+02*GeV],[6.3750E+02*GeV,1.8750E+02*GeV]],2.0894E-02*pb],
[[[6.3750E+02*GeV,2.0000E+02*GeV],[6.3750E+02*GeV,2.0000E+02*GeV]],2.2646E-02*pb],
[[[6.3750E+02*GeV,2.1250E+02*GeV],[6.3750E+02*GeV,2.1250E+02*GeV]],2.4182E-02*pb],
[[[6.3750E+02*GeV,2.2500E+02*GeV],[6.3750E+02*GeV,2.2500E+02*GeV]],2.5716E-02*pb],
[[[6.3750E+02*GeV,2.3750E+02*GeV],[6.3750E+02*GeV,2.3750E+02*GeV]],2.7177E-02*pb],
[[[6.3750E+02*GeV,2.5000E+02*GeV],[6.3750E+02*GeV,2.5000E+02*GeV]],3.0942E-02*pb],
[[[6.3750E+02*GeV,2.6250E+02*GeV],[6.3750E+02*GeV,2.6250E+02*GeV]],3.4613E-02*pb],
[[[6.3750E+02*GeV,2.7500E+02*GeV],[6.3750E+02*GeV,2.7500E+02*GeV]],3.8214E-02*pb],
[[[6.3750E+02*GeV,2.8750E+02*GeV],[6.3750E+02*GeV,2.8750E+02*GeV]],4.1736E-02*pb],
[[[6.3750E+02*GeV,3.0000E+02*GeV],[6.3750E+02*GeV,3.0000E+02*GeV]],4.9745E-02*pb],
[[[6.3750E+02*GeV,3.1250E+02*GeV],[6.3750E+02*GeV,3.1250E+02*GeV]],5.7862E-02*pb],
[[[6.3750E+02*GeV,3.2500E+02*GeV],[6.3750E+02*GeV,3.2500E+02*GeV]],6.6152E-02*pb],
[[[6.3750E+02*GeV,3.3750E+02*GeV],[6.3750E+02*GeV,3.3750E+02*GeV]],7.4512E-02*pb],
[[[6.3750E+02*GeV,3.5000E+02*GeV],[6.3750E+02*GeV,3.5000E+02*GeV]],8.2792E-02*pb],
[[[6.3750E+02*GeV,3.6250E+02*GeV],[6.3750E+02*GeV,3.6250E+02*GeV]],9.2453E-02*pb],
[[[6.3750E+02*GeV,3.7500E+02*GeV],[6.3750E+02*GeV,3.7500E+02*GeV]],1.1425E-01*pb],
[[[6.3750E+02*GeV,3.8750E+02*GeV],[6.3750E+02*GeV,3.8750E+02*GeV]],1.3461E-01*pb],
[[[6.3750E+02*GeV,4.0000E+02*GeV],[6.3750E+02*GeV,4.0000E+02*GeV]],1.7025E-01*pb],
[[[6.3750E+02*GeV,4.1250E+02*GeV],[6.3750E+02*GeV,4.1250E+02*GeV]],2.0150E-01*pb],
[[[6.3750E+02*GeV,4.2500E+02*GeV],[6.3750E+02*GeV,4.2500E+02*GeV]],2.3371E-01*pb],
[[[6.3750E+02*GeV,4.3750E+02*GeV],[6.3750E+02*GeV,4.3750E+02*GeV]],2.5950E-01*pb],
[[[6.3750E+02*GeV,4.5000E+02*GeV],[6.3750E+02*GeV,4.5000E+02*GeV]],2.6140E-01*pb],
[[[6.3750E+02*GeV,4.6250E+02*GeV],[6.3750E+02*GeV,4.6250E+02*GeV]],2.7987E-01*pb],
[[[6.5000E+02*GeV,0.0000E+00*GeV],[6.5000E+02*GeV,0.0000E+00*GeV]],1.1968E-02*pb],
[[[6.5000E+02*GeV,1.2500E+01*GeV],[6.5000E+02*GeV,1.2500E+01*GeV]],1.2316E-02*pb],
[[[6.5000E+02*GeV,2.5000E+01*GeV],[6.5000E+02*GeV,2.5000E+01*GeV]],1.2465E-02*pb],
[[[6.5000E+02*GeV,3.7500E+01*GeV],[6.5000E+02*GeV,3.7500E+01*GeV]],1.2570E-02*pb],
[[[6.5000E+02*GeV,5.0000E+01*GeV],[6.5000E+02*GeV,5.0000E+01*GeV]],1.2492E-02*pb],
[[[6.5000E+02*GeV,6.2500E+01*GeV],[6.5000E+02*GeV,6.2500E+01*GeV]],1.2899E-02*pb],
[[[6.5000E+02*GeV,7.5000E+01*GeV],[6.5000E+02*GeV,7.5000E+01*GeV]],1.3078E-02*pb],
[[[6.5000E+02*GeV,8.7500E+01*GeV],[6.5000E+02*GeV,8.7500E+01*GeV]],1.3170E-02*pb],
[[[6.5000E+02*GeV,1.0000E+02*GeV],[6.5000E+02*GeV,1.0000E+02*GeV]],1.3017E-02*pb],
[[[6.5000E+02*GeV,1.1250E+02*GeV],[6.5000E+02*GeV,1.1250E+02*GeV]],1.3909E-02*pb],
[[[6.5000E+02*GeV,1.2500E+02*GeV],[6.5000E+02*GeV,1.2500E+02*GeV]],1.4534E-02*pb],
[[[6.5000E+02*GeV,1.3750E+02*GeV],[6.5000E+02*GeV,1.3750E+02*GeV]],1.5066E-02*pb],
[[[6.5000E+02*GeV,1.5000E+02*GeV],[6.5000E+02*GeV,1.5000E+02*GeV]],1.5318E-02*pb],
[[[6.5000E+02*GeV,1.6250E+02*GeV],[6.5000E+02*GeV,1.6250E+02*GeV]],1.6666E-02*pb],
[[[6.5000E+02*GeV,1.7500E+02*GeV],[6.5000E+02*GeV,1.7500E+02*GeV]],1.7885E-02*pb],
[[[6.5000E+02*GeV,1.8750E+02*GeV],[6.5000E+02*GeV,1.8750E+02*GeV]],1.9086E-02*pb],
[[[6.5000E+02*GeV,2.0000E+02*GeV],[6.5000E+02*GeV,2.0000E+02*GeV]],2.0328E-02*pb],
[[[6.5000E+02*GeV,2.1250E+02*GeV],[6.5000E+02*GeV,2.1250E+02*GeV]],2.1721E-02*pb],
[[[6.5000E+02*GeV,2.2500E+02*GeV],[6.5000E+02*GeV,2.2500E+02*GeV]],2.3184E-02*pb],
[[[6.5000E+02*GeV,2.3750E+02*GeV],[6.5000E+02*GeV,2.3750E+02*GeV]],2.4606E-02*pb],
[[[6.5000E+02*GeV,2.5000E+02*GeV],[6.5000E+02*GeV,2.5000E+02*GeV]],2.6033E-02*pb],
[[[6.5000E+02*GeV,2.6250E+02*GeV],[6.5000E+02*GeV,2.6250E+02*GeV]],2.9689E-02*pb],
[[[6.5000E+02*GeV,2.7500E+02*GeV],[6.5000E+02*GeV,2.7500E+02*GeV]],3.3282E-02*pb],
[[[6.5000E+02*GeV,2.8750E+02*GeV],[6.5000E+02*GeV,2.8750E+02*GeV]],3.6795E-02*pb],
[[[6.5000E+02*GeV,3.0000E+02*GeV],[6.5000E+02*GeV,3.0000E+02*GeV]],4.0249E-02*pb],
[[[6.5000E+02*GeV,3.1250E+02*GeV],[6.5000E+02*GeV,3.1250E+02*GeV]],4.8342E-02*pb],
[[[6.5000E+02*GeV,3.2500E+02*GeV],[6.5000E+02*GeV,3.2500E+02*GeV]],5.6589E-02*pb],
[[[6.5000E+02*GeV,3.3750E+02*GeV],[6.5000E+02*GeV,3.3750E+02*GeV]],6.4640E-02*pb],
[[[6.5000E+02*GeV,3.5000E+02*GeV],[6.5000E+02*GeV,3.5000E+02*GeV]],7.3379E-02*pb],
[[[6.5000E+02*GeV,3.6250E+02*GeV],[6.5000E+02*GeV,3.6250E+02*GeV]],8.1886E-02*pb],
[[[6.5000E+02*GeV,3.7500E+02*GeV],[6.5000E+02*GeV,3.7500E+02*GeV]],9.4082E-02*pb],
[[[6.5000E+02*GeV,3.8750E+02*GeV],[6.5000E+02*GeV,3.8750E+02*GeV]],1.1338E-01*pb],
[[[6.5000E+02*GeV,4.0000E+02*GeV],[6.5000E+02*GeV,4.0000E+02*GeV]],1.3339E-01*pb],
[[[6.5000E+02*GeV,4.1250E+02*GeV],[6.5000E+02*GeV,4.1250E+02*GeV]],1.6449E-01*pb],
[[[6.5000E+02*GeV,4.2500E+02*GeV],[6.5000E+02*GeV,4.2500E+02*GeV]],1.9151E-01*pb],
[[[6.5000E+02*GeV,4.3750E+02*GeV],[6.5000E+02*GeV,4.3750E+02*GeV]],2.1954E-01*pb],
[[[6.5000E+02*GeV,4.5000E+02*GeV],[6.5000E+02*GeV,4.5000E+02*GeV]],2.3667E-01*pb],
[[[6.5000E+02*GeV,4.6250E+02*GeV],[6.5000E+02*GeV,4.6250E+02*GeV]],2.5973E-01*pb],
[[[6.5000E+02*GeV,4.7500E+02*GeV],[6.5000E+02*GeV,4.7500E+02*GeV]],2.9019E-01*pb],
[[[6.6250E+02*GeV,0.0000E+00*GeV],[6.6250E+02*GeV,0.0000E+00*GeV]],1.1319E-02*pb],
[[[6.6250E+02*GeV,1.2500E+01*GeV],[6.6250E+02*GeV,1.2500E+01*GeV]],1.1406E-02*pb],
[[[6.6250E+02*GeV,2.5000E+01*GeV],[6.6250E+02*GeV,2.5000E+01*GeV]],1.1629E-02*pb],
[[[6.6250E+02*GeV,3.7500E+01*GeV],[6.6250E+02*GeV,3.7500E+01*GeV]],1.1799E-02*pb],
[[[6.6250E+02*GeV,5.0000E+01*GeV],[6.6250E+02*GeV,5.0000E+01*GeV]],1.1851E-02*pb],
[[[6.6250E+02*GeV,6.2500E+01*GeV],[6.6250E+02*GeV,6.2500E+01*GeV]],1.1981E-02*pb],
[[[6.6250E+02*GeV,7.5000E+01*GeV],[6.6250E+02*GeV,7.5000E+01*GeV]],1.2235E-02*pb],
[[[6.6250E+02*GeV,8.7500E+01*GeV],[6.6250E+02*GeV,8.7500E+01*GeV]],1.2410E-02*pb],
[[[6.6250E+02*GeV,1.0000E+02*GeV],[6.6250E+02*GeV,1.0000E+02*GeV]],1.2425E-02*pb],
[[[6.6250E+02*GeV,1.1250E+02*GeV],[6.6250E+02*GeV,1.1250E+02*GeV]],1.2528E-02*pb],
[[[6.6250E+02*GeV,1.2500E+02*GeV],[6.6250E+02*GeV,1.2500E+02*GeV]],1.3244E-02*pb],
[[[6.6250E+02*GeV,1.3750E+02*GeV],[6.6250E+02*GeV,1.3750E+02*GeV]],1.3874E-02*pb],
[[[6.6250E+02*GeV,1.5000E+02*GeV],[6.6250E+02*GeV,1.5000E+02*GeV]],1.4320E-02*pb],
[[[6.6250E+02*GeV,1.6250E+02*GeV],[6.6250E+02*GeV,1.6250E+02*GeV]],1.4876E-02*pb],
[[[6.6250E+02*GeV,1.7500E+02*GeV],[6.6250E+02*GeV,1.7500E+02*GeV]],1.6109E-02*pb],
[[[6.6250E+02*GeV,1.8750E+02*GeV],[6.6250E+02*GeV,1.8750E+02*GeV]],1.7239E-02*pb],
[[[6.6250E+02*GeV,2.0000E+02*GeV],[6.6250E+02*GeV,2.0000E+02*GeV]],1.8337E-02*pb],
[[[6.6250E+02*GeV,2.1250E+02*GeV],[6.6250E+02*GeV,2.1250E+02*GeV]],1.9192E-02*pb],
[[[6.6250E+02*GeV,2.2500E+02*GeV],[6.6250E+02*GeV,2.2500E+02*GeV]],2.0615E-02*pb],
[[[6.6250E+02*GeV,2.3750E+02*GeV],[6.6250E+02*GeV,2.3750E+02*GeV]],2.2029E-02*pb],
[[[6.6250E+02*GeV,2.5000E+02*GeV],[6.6250E+02*GeV,2.5000E+02*GeV]],2.3441E-02*pb],
[[[6.6250E+02*GeV,2.6250E+02*GeV],[6.6250E+02*GeV,2.6250E+02*GeV]],2.4828E-02*pb],
[[[6.6250E+02*GeV,2.7500E+02*GeV],[6.6250E+02*GeV,2.7500E+02*GeV]],2.8412E-02*pb],
[[[6.6250E+02*GeV,2.8750E+02*GeV],[6.6250E+02*GeV,2.8750E+02*GeV]],3.1913E-02*pb],
[[[6.6250E+02*GeV,3.0000E+02*GeV],[6.6250E+02*GeV,3.0000E+02*GeV]],3.5343E-02*pb],
[[[6.6250E+02*GeV,3.1250E+02*GeV],[6.6250E+02*GeV,3.1250E+02*GeV]],3.8667E-02*pb],
[[[6.6250E+02*GeV,3.2500E+02*GeV],[6.6250E+02*GeV,3.2500E+02*GeV]],4.6604E-02*pb],
[[[6.6250E+02*GeV,3.3750E+02*GeV],[6.6250E+02*GeV,3.3750E+02*GeV]],5.4077E-02*pb],
[[[6.6250E+02*GeV,3.5000E+02*GeV],[6.6250E+02*GeV,3.5000E+02*GeV]],6.1663E-02*pb],
[[[6.6250E+02*GeV,3.6250E+02*GeV],[6.6250E+02*GeV,3.6250E+02*GeV]],6.7629E-02*pb],
[[[6.6250E+02*GeV,3.7500E+02*GeV],[6.6250E+02*GeV,3.7500E+02*GeV]],7.8755E-02*pb],
[[[6.6250E+02*GeV,3.8750E+02*GeV],[6.6250E+02*GeV,3.8750E+02*GeV]],9.1431E-02*pb],
[[[6.6250E+02*GeV,4.0000E+02*GeV],[6.6250E+02*GeV,4.0000E+02*GeV]],1.1129E-01*pb],
[[[6.6250E+02*GeV,4.1250E+02*GeV],[6.6250E+02*GeV,4.1250E+02*GeV]],1.3155E-01*pb],
[[[6.6250E+02*GeV,4.2500E+02*GeV],[6.6250E+02*GeV,4.2500E+02*GeV]],1.6081E-01*pb],
[[[6.6250E+02*GeV,4.3750E+02*GeV],[6.6250E+02*GeV,4.3750E+02*GeV]],1.9048E-01*pb],
[[[6.6250E+02*GeV,4.5000E+02*GeV],[6.6250E+02*GeV,4.5000E+02*GeV]],2.1219E-01*pb],
[[[6.6250E+02*GeV,4.6250E+02*GeV],[6.6250E+02*GeV,4.6250E+02*GeV]],2.3219E-01*pb],
[[[6.6250E+02*GeV,4.7500E+02*GeV],[6.6250E+02*GeV,4.7500E+02*GeV]],2.5763E-01*pb],
[[[6.6250E+02*GeV,4.8750E+02*GeV],[6.6250E+02*GeV,4.8750E+02*GeV]],2.8041E-01*pb],
[[[6.7500E+02*GeV,0.0000E+00*GeV],[6.7500E+02*GeV,0.0000E+00*GeV]],1.0583E-02*pb],
[[[6.7500E+02*GeV,1.2500E+01*GeV],[6.7500E+02*GeV,1.2500E+01*GeV]],1.0712E-02*pb],
[[[6.7500E+02*GeV,2.5000E+01*GeV],[6.7500E+02*GeV,2.5000E+01*GeV]],1.0845E-02*pb],
[[[6.7500E+02*GeV,3.7500E+01*GeV],[6.7500E+02*GeV,3.7500E+01*GeV]],1.1015E-02*pb],
[[[6.7500E+02*GeV,5.0000E+01*GeV],[6.7500E+02*GeV,5.0000E+01*GeV]],1.1132E-02*pb],
[[[6.7500E+02*GeV,6.2500E+01*GeV],[6.7500E+02*GeV,6.2500E+01*GeV]],1.1294E-02*pb],
